name,country,status,n_stations,station_type,n_capacity_nan,n_capacity_zero,capacity_median,capacity_unique_values,A1_n_stations,A1_share_pct,A3_n_stations,A3_share_pct,A4_n_stations,A4_share_pct,A2_flagged,A5_flagged,A6_flagged,A7_flagged,url,elapsed_s
Getaround Sarcelles,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/sarcelles/gbfs,0.2
Getaround Sartrouville,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/sartrouville/gbfs,0.2
Getaround Strasbourg,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/strasbourg/gbfs,0.2
Getaround Tarbes,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/tarbes/gbfs,0.2
Getaround Toulon,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/toulon/gbfs,0.2
Getaround Toulouse,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/toulouse/gbfs,0.2
Getaround Tourcoing,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/tourcoing/gbfs,0.2
Getaround Tours,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/tours/gbfs,0.2
Getaround Troyes,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/troyes/gbfs,0.2
Getaround Valence,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/valence/gbfs,0.2
Getaround Vannes,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/vannes/gbfs,0.2
Getaround Versailles,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/versailles/gbfs,0.2
Getaround Villeurbanne,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/villeurbanne/gbfs,0.2
Getaround Vitry-Sur-Seine,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://getaround.com/gbfs/v3/vitry-sur-seine/gbfs,0.2
Gévaudan,FR,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/GEVAUDAN/gbfs.json,0.3
GraouLib',FR,ok,56.0,docked_bike,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,3.0,5.36,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/metz/en/gbfs.json,0.2
IDEcycle (Pau),FR,ok,40.0,docked_bike,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/pau/en/gbfs.json,0.2
Impulsyon,FR,ok,31.0,docked_bike,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,6.45,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/impulsyon/gbfs.json,0.2
Karu'Vélo,FR,too_small_below_Nmin,19.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/karu/gbfs.json,0.2
Knot Strasbourg,FR,fetch_error: URLError,,,,,,,,,,,,,,,,,https://api.knotcity.io/gbfs/v3/strasbourg/gbfs.json,0.0
La Baule,FR,too_small_below_Nmin,14.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/labaule/gbfs.json,0.2
Le Marcel,FR,ok,30.0,docked_bike,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,3.0,10.0,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/lemarcel/gbfs.json,0.2
Le Vélo par TBM,FR,ok,228.0,docked_bike,0.0,3.0,19.0,39.0,0.0,0.0,0.0,0.0,9.0,3.95,False,False,True,False,https://bdx.mecatran.com/utw/ws/gbfs/bordeaux/v3/gbfs.json?apiKey=opendata-bordeaux-metropole-flux-gtfs-rt,0.2
LE vélo STAR,FR,ok,57.0,docked_bike,0.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,1.0,1.75,False,False,False,False,https://eu.ftp.opendatasoft.com/star/gbfs/gbfs.json,0.3
Leo and Go,FR,fetch_error: LookupError,,,,,,,,,,,,,,,,,https://download.data.grandlyon.com/files/rdata/lag_leoandgo.disponibilite/gbfs.json,0.1
Les Petites Reines,FR,too_small_below_Nmin,15.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/petitesreines/gbfs.json,0.2
levélo - Marseille,FR,ok,228.0,docked_bike,0.0,3.0,20.0,8.0,0.0,0.0,0.0,0.0,6.0,2.63,False,False,True,False,https://gbfs.omega.fifteen.eu/gbfs/2.2/marseille/en/gbfs.json,0.2
Libélo,FR,ok,68.0,docked_bike,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,5.0,7.35,False,False,False,False,https://valence.publicbikesystem.net/customer/gbfs/v3.0/gbfs.json,0.2
Lime Lille,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/lille/gbfs.json,0.1
Lime Marseille,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/marseille/gbfs.json,0.1
Lime Nice,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/nice/gbfs.json,0.1
Lime Paris,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://data.lime.bike/api/partners/v2/gbfs/paris/gbfs.json,0.1
LOVELO Libre-service,FR,ok,124.0,docked_bike,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.81,False,False,False,False,https://gbfs.urbansharing.com/lovelolibreservice.fr/gbfs.json,0.2
MontenVélo,FR,ok,21.0,docked_bike,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/mont_blanc/en/gbfs.json,0.2
Naolib,FR,ok,123.0,docked_bike,0.0,0.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://api.cyclocity.fr/contracts/nantes/gbfs/v3/gbfs.json,0.4
Naolib Micromob',FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/chantrerie/gbfs.json,0.6
NemoVélo,FR,ok,52.0,docked_bike,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,9.62,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/nemovelo/gbfs.json,0.3
Ogalo Cyclette,FR,ok,22.0,docked_bike,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,4.55,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/ogalo/gbfs.json,0.2
OLORON,FR,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/OLORON/gbfs.json,0.2
Optymo Belfort,FR,ok,32.0,docked_bike,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,2.0,6.25,False,False,False,False,https://data.optymo.fr/vls/gbfs.json,0.4
Optymo Belfort Auto libre-service,FR,ok,52.0,docked_bike,52.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,5.77,False,False,False,True,https://data.optymo.fr/als/gbfs.json,0.6
PAYS D'OPALE,FR,too_small_below_Nmin,4.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/Opale/gbfs.json,0.3
PAYS DE L'ARBRESLE - VEL'PAR,FR,too_small_below_Nmin,4.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/ARBRESLE/gbfs.json,0.3
PAYS DU COQUELICOT,FR,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/COQUELICOT/gbfs.json,0.3
Périvélo,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/perivelo/gbfs.json,0.5
Pony Angers,FR,ok,1455.0,free_floating,1443.0,0.0,3.0,5.0,0.0,0.0,1455.0,100.0,3.0,0.21,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-angers-gbfs/gbfs.json,0.4
Pony Basque Country,FR,ok,536.0,free_floating,536.0,0.0,,0.0,0.0,0.0,536.0,100.0,12.0,2.24,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-pays-basque-gbfs/gbfs.json,0.3
Pony Beauvais,FR,ok,221.0,free_floating,221.0,0.0,,0.0,0.0,0.0,221.0,100.0,1.0,0.45,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-beauvais-gbfs/gbfs.json,0.3
Pony Bordeaux,FR,ok,3049.0,free_floating,3044.0,0.0,10.0,5.0,0.0,0.0,3049.0,100.0,18.0,0.59,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-bordeaux-gbfs/gbfs.json,0.3
Pony Bourges,FR,ok,376.0,free_floating,376.0,0.0,,0.0,0.0,0.0,376.0,100.0,0.0,0.0,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-bourges-gbfs/gbfs.json,0.3
Pony Evry,FR,ok,214.0,free_floating,214.0,0.0,,0.0,0.0,0.0,214.0,100.0,0.0,0.0,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-evry-gbfs/gbfs.json,0.3
Pony Herouville,FR,ok,209.0,free_floating,209.0,0.0,,0.0,0.0,0.0,209.0,100.0,0.0,0.0,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-herouville-gbfs/gbfs.json,0.5
Pony Limoges,FR,ok,298.0,free_floating,226.0,0.0,5.0,3.0,0.0,0.0,298.0,100.0,3.0,1.01,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-limoges-gbfs/gbfs.json,0.3
Pony Lorient,FR,ok,203.0,free_floating,203.0,0.0,,0.0,0.0,0.0,203.0,100.0,0.0,0.0,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-lorient-gbfs/gbfs.json,0.3
Pony Nice,FR,ok,448.0,free_floating,0.0,0.0,100.0,1.0,0.0,0.0,448.0,100.0,14.0,3.12,False,False,False,False,https://proxy.transport.data.gouv.fr/resource/pony-nice-gbfs/gbfs.json,0.3
Pony Perpignan,FR,ok,1041.0,free_floating,1039.0,0.0,2.5,2.0,0.0,0.0,1041.0,100.0,6.0,0.58,False,True,False,True,https://proxy.transport.data.gouv.fr/resource/pony-perpignan-gbfs/gbfs.json,0.3
Pony Poitiers,FR,ok,392.0,free_floating,385.0,0.0,5.0,4.0,0.0,0.0,392.0,100.0,6.0,1.53,False,False,False,True,https://proxy.transport.data.gouv.fr/resource/pony-poitiers-gbfs/gbfs.json,0.3
Porte de Vassivière,FR,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/VASSIVIERE/gbfs.json,0.3
Rhoule,FR,too_small_below_Nmin,2.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/rhoule/gbfs.json,0.2
RLV'Lib,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/rlvlib/gbfs.json,0.6
Rubis'Velo,FR,ok,46.0,docked_bike,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,2.0,4.35,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/beb/gbfs.json,0.3
Semo Vélo,FR,ok,40.0,docked_bike,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/semo/gbfs.json,0.3
Tempovelo,FR,too_small_below_Nmin,16.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/tempovelo/gbfs.json,0.2
Ti Vélo,FR,too_small_below_Nmin,14.0,,,,,,,,,,,,,,,,https://gbfs.partners.fifteen.eu/gbfs/2.2/landerneau/en/gbfs.json,0.2
TLP Mobilites,FR,too_small_below_Nmin,13.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/tlpmobilites/gbfs.json,0.2
Twisto Vélolib,FR,ok,76.0,docked_bike,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,6.0,7.89,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/caen/en/gbfs.json,0.2
V'lille,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://media.ilevia.fr/opendata/gbfs.json,0.1
VALLEE D'OSSAU,FR,too_small_below_Nmin,3.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/OSSAU/gbfs.json,0.3
Vel’in,FR,ok,80.0,docked_bike,0.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,10.0,False,False,True,False,https://stce.transdev-hdf.fr/gbfs/,0.7
Velam,FR,ok,46.0,docked_bike,0.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,https://api.cyclocity.fr/contracts/amiens/gbfs/v3/gbfs.json,0.3
Velect'in,FR,too_small_below_Nmin,9.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/calais/gbfs.json,0.2
Vélhop - Strasbourg,FR,ok,39.0,docked_bike,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,2.0,5.13,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ae/gbfs.json,0.4
Vélib' Metropole,FR,ok,1511.0,docked_bike,0.0,1.0,30.0,67.0,0.0,0.0,0.0,0.0,24.0,1.59,False,False,False,False,https://velib-metropole-opendata.smovengo.cloud/opendata/Velib_Metropole/gbfs.json,0.3
Vélibéo,FR,ok,26.0,docked_bike,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,3.0,11.54,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/velibeo/gbfs.json,0.2
Vélivert,FR,ok,97.0,docked_bike,0.0,1.0,20.0,4.0,0.0,0.0,0.0,0.0,14.0,14.43,False,False,True,False,https://api.saint-etienne-metropole.fr/velivert/api/gbfs/gbfs.json,0.2
Vélo d'Aqui,FR,too_small_below_Nmin,6.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/velodaqui/gbfs.json,0.2
Vélo Fluo Grand-Est,FR,ok,52.0,docked_bike,0.0,20.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.92,False,True,True,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/velo-fluo/en/gbfs.json,0.2
Vélo Modalis,FR,ok,57.0,docked_bike,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/angouleme/en/gbfs.json,0.2
Vélo Tanlib,FR,ok,58.0,docked_bike,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,1.0,1.72,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/tanlib/gbfs.json,0.2
VELO VEZERE LASCAUX,FR,too_small_below_Nmin,5.0,,,,,,,,,,,,,,,,https://www.mobility-parc.net/gbfs/v3/LASCAUX/gbfs.json,0.2
Vélo'Baie,FR,too_small_below_Nmin,12.0,,,,,,,,,,,,,,,,https://gbfs.partners.fifteen.eu/gbfs/2.2/saintbrieuc/en/gbfs.json,0.1
Vélo'Cité,FR,too_small_below_Nmin,19.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/velocite/gbfs.json,0.2
Vélo'v,FR,ok,462.0,docked_bike,0.0,0.0,20.0,38.0,0.0,0.0,0.0,0.0,15.0,3.25,False,False,False,False,https://api.cyclocity.fr/contracts/lyon/gbfs/v3/gbfs.json,0.5
VélO2,FR,ok,45.0,docked_bike,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://api.cyclocity.fr/contracts/cergy/gbfs/v3/gbfs.json,0.3
VélO2,FR,ok,49.0,docked_bike,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,4.0,8.16,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_ah/gbfs.json,0.3
VéloCité,FR,ok,33.0,docked_bike,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://api.cyclocity.fr/contracts/besancon/gbfs/v3/gbfs.json,0.3
VéloCité Mulhouse,FR,ok,62.0,docked_bike,0.0,0.0,15.5,13.0,0.0,0.0,0.0,0.0,8.0,12.9,False,False,False,False,https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_af/gbfs.json,0.5
Vélomagg,FR,ok,52.0,docked_bike,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,7.69,False,False,False,False,https://gbfs.theta.fifteen.eu/gbfs/montpellier/gbfs.json,0.2
VéloModalis - TERRA,FR,too_small_below_Nmin,10.0,,,,,,,,,,,,,,,,https://gbfs.partners.fifteen.eu/gbfs/2.2/velo-modalis/en/gbfs.json,0.2
VéloMoove,FR,ok,28.0,docked_bike,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,25.0,True,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/pompey/en/gbfs.json,0.2
Vélonecy,FR,ok,80.0,docked_bike,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,3.0,3.75,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/annecy/en/gbfs.json,0.2
Vélopop,FR,ok,29.0,docked_bike,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,5.0,17.24,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/avignon/gbfs.json,0.3
VélOstan'lib,FR,ok,39.0,docked_bike,0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://api.cyclocity.fr/contracts/nancy/gbfs/v3/gbfs.json,0.3
VélÔToulouse,FR,ok,448.0,docked_bike,0.0,5.0,18.0,25.0,0.0,0.0,0.0,0.0,2.0,0.45,False,False,True,False,https://api.cyclocity.fr/contracts/toulouse/gbfs/v3/gbfs.json,0.6
VéloZef,FR,ok,46.0,docked_bike,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,4.35,True,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/2.2/brest/en/gbfs.json,0.2
VélYcéo,FR,too_small_below_Nmin,5.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/velyceo/gbfs.json,0.2
Vernou Vélo,FR,too_small_below_Nmin,1.0,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/vernouvelo/gbfs.json,0.2
Vertuose,FR,ok,39.0,docked_bike,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,2.56,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/vertuose/gbfs.json,0.2
Viavélo,FR,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://api.gbfs.v3.0.ecovelo.mobi/viavelo/gbfs.json,0.5
Vilvolt,FR,ok,106.0,docked_bike,0.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,15.0,14.15,False,False,False,False,https://gbfs.partners.fifteen.eu/gbfs/epinal/gbfs.json,0.2
Vivélo,FR,too_small_below_Nmin,8.0,,,,,,,,,,,,,,,,https://gbfs.partners.fifteen.eu/gbfs/vichy/gbfs.json,0.2
Voi Grenoble,FR,ok,709.0,free_floating,0.0,0.0,8.0,4.0,0.0,0.0,709.0,100.0,0.0,0.0,False,False,False,False,https://api.voiapp.io/gbfs/fr/6bb6b5dc-1cda-4da7-9216-d3023a0bc54a/v2/358/gbfs.json,0.3
Voi Le Havre,FR,ok,470.0,free_floating,0.0,0.0,7.0,12.0,0.0,0.0,470.0,100.0,1.0,0.21,False,False,False,False,https://api.voiapp.io/gbfs/fr/6bb6b5dc-1cda-4da7-9216-d3023a0bc54a/v2/336/gbfs.json,0.3
Voi Marseille,FR,ok,1277.0,free_floating,1.0,0.0,5.0,5.0,0.0,0.0,1277.0,100.0,3.0,0.23,False,False,False,False,https://api.voiapp.io/gbfs/fr/6bb6b5dc-1cda-4da7-9216-d3023a0bc54a/v2/66/gbfs.json,0.4
Voi Paris,FR,ok,12906.0,free_floating,3.0,0.0,2.0,18.0,0.0,0.0,12906.0,100.0,0.0,0.0,False,False,False,False,https://api.voiapp.io/gbfs/fr/6bb6b5dc-1cda-4da7-9216-d3023a0bc54a/v2/352/gbfs.json,1.7
Voi Saint-Quentin-en-Yvelines,FR,ok,384.0,free_floating,0.0,0.0,8.0,12.0,0.0,0.0,384.0,100.0,3.0,0.78,False,False,False,False,https://api.voiapp.io/gbfs/fr/6bb6b5dc-1cda-4da7-9216-d3023a0bc54a/v2/355/gbfs.json,0.3
Voi V'Lônes,FR,ok,75.0,free_floating,0.0,0.0,4.0,7.0,0.0,0.0,75.0,100.0,2.0,2.67,False,False,False,False,https://api.voiapp.io/gbfs/fr/6bb6b5dc-1cda-4da7-9216-d3023a0bc54a/v2/406/gbfs.json,0.2
Zebullo,FR,ok,66.0,docked_bike,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,2.0,3.03,False,False,False,False,https://api.gbfs.v3.0.ecovelo.mobi/zebullo/gbfs.json,0.2
Beryl - BCP,GB,ok,400.0,docked_bike,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,0.25,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/BCP/gbfs.json,0.4
Beryl - Bradford,GB,ok,32.0,docked_bike,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,2.0,6.25,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Bradford/gbfs.json,0.3
Beryl - Brighton,GB,ok,108.0,docked_bike,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,5.0,4.63,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Brighton/gbfs.json,0.3
Beryl - Canterbury,GB,ok,25.0,docked_bike,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Canterbury/gbfs.json,0.4
Beryl - Cornwall,GB,ok,109.0,docked_bike,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,4.59,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Cornwall/gbfs.json,0.4
Beryl - Eastleigh,GB,too_small_below_Nmin,13.0,,,,,,,,,,,,,,,,https://beryl-gbfs-production.web.app/v2_2/Eastleigh/gbfs.json,0.3
Beryl - Greater Manchester,GB,ok,286.0,docked_bike,0.0,30.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,https://beryl-gbfs-production.web.app/v2_2/Greater_Manchester/gbfs.json,0.3
Beryl - Guildford,GB,ok,39.0,docked_bike,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,2.56,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Guildford/gbfs.json,0.2
Beryl - Hackney Cargo Bike,GB,too_small_below_Nmin,4.0,,,,,,,,,,,,,,,,https://gbfs.beryl.cc/v2_2/Hackney_Cargo_Bike/gbfs.json,0.3
Beryl - Hereford,GB,ok,73.0,docked_bike,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.37,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Hereford/gbfs.json,0.3
Beryl - Hertsmere,GB,ok,27.0,docked_bike,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Hertsmere/gbfs.json,0.2
Beryl - Isle of Wight,GB,ok,88.0,docked_bike,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,3.0,3.41,False,False,False,False,https://gbfs.beryl.cc/v2_2/Isle_of_Wight/gbfs.json,0.3
Beryl - Leeds,GB,ok,94.0,docked_bike,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,5.0,5.32,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Leeds/gbfs.json,0.3
Beryl - Norwich,GB,ok,205.0,docked_bike,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,4.0,1.95,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Norwich/gbfs.json,0.3
Beryl - Plymouth,GB,ok,133.0,docked_bike,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,3.0,2.26,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Plymouth/gbfs.json,0.3
Beryl - Portsmouth,GB,ok,104.0,docked_bike,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,0.96,False,False,False,False,https://gbfs.beryl.cc/v2_2/Portsmouth/gbfs.json,0.3
Beryl - Southampton,GB,ok,105.0,docked_bike,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,0.95,False,False,False,False,https://gbfs.beryl.cc/v2_2/Southampton/gbfs.json,0.3
Beryl - Stevenage,GB,ok,47.0,docked_bike,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Stevenage/gbfs.json,0.3
Beryl - Watford,GB,ok,97.0,docked_bike,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,1.0,1.03,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Watford/gbfs.json,0.3
Beryl - West Midlands,GB,ok,257.0,docked_bike,0.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0,7.0,2.72,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/West_Midlands/gbfs.json,0.5
Beryl - Weymouth,GB,ok,32.0,docked_bike,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Weymouth/gbfs.json,0.3
Beryl - Wool,GB,too_small_below_Nmin,7.0,,,,,,,,,,,,,,,,https://gbfs.beryl.cc/v2_2/Wool/gbfs.json,0.3
Beryl - Worcester,GB,ok,56.0,docked_bike,0.0,0.0,6.5,8.0,0.0,0.0,0.0,0.0,3.0,5.36,False,False,False,False,https://beryl-gbfs-production.web.app/v2_2/Worcester/gbfs.json,0.4
Bolt Liverpool,GB,ok,1566.0,free_floating,501.0,8.0,10.0,11.0,0.0,0.0,1566.0,100.0,1.0,0.06,False,False,False,False,https://mds.bolt.eu/gbfs/3/412/gbfs,0.5
Donkey Republic Charlbury,GB,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_charlbury/gbfs.json,0.6
Donkey Republic Cheltenham Spa,GB,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_cheltenham_spa/gbfs.json,0.6
Donkey Republic Cirencester,GB,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_cirencester/gbfs.json,0.5
Donkey Republic Henley On Thames,GB,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_henley_on_thames/gbfs.json,0.6
Donkey Republic Kingham,GB,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_kingham/gbfs.json,0.5
Donkey Republic Milton Park,GB,fetch_error: HTTPError,,,,,,,,,,,,,,,,,https://stables.donkey.bike/api/public/gbfs/3.0/donkey_miltonpark/gbfs,0.6
